Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/20/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,3366.225888,3824.782739,4753.937613,5736.099119,6459.104903,7183.623124,7959.425947,9105.730829,10528.18757,12698.58438,14750.75145,17424.3879,19106.33997,19840.17495,20524.99093,20909.54227,21967.65587,23681.0294,22697.80108,24383.63331,25628.50329,26838.51743,27703.57956,29486.27526,28000.81205,28091.97778,29132.86759,30905.92387,33878.55521,37772.2323,42139.14265,43265.73299,38105.3086,35232.99405,34414.75357,35835.59159,34856.30928,36454.26849,38572.45153,41033.56713,41535.22101,45162.84818,
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,1614.171861,1673.948297,1653.509589,1753.789954,1900.152234,2033.631893,2089.777701,2300.364438,2428.761762,2667.047215,2946.429999,3116.178403,3375.882219,3718.011958,4392.042556,5121.859929,5931.304782,6769.588501,7307.354785,8170.52501,9149.401035,10192.40303,11570.29912,12307.69731,13727.35461,14911.28316,16246.31674,17567.00422,19591.46393,21858.10972,23665.55133,23980.44434,24146.32752,25097.07364,26085.52226,27366.47853,28813.22702,29988.17303,31430.54887,32766.61735,34519.86634,36319.27059,38381.64202,40258.55223,42779.44494,45225.79285,48141.59891,52170.82141,55405.05054,58093.41822,59060.71919,63411.83877,65958.18103,66425.90933,68093.00482,68214.70193,68650.34039,71686.73426,74017.79319,
Austria,AUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,1767.546587,1949.607954,2055.455954,2205.040158,2398.547083,2597.169824,2809.617819,2965.876259,3169.953568,3449.055591,3890.044175,4323.380657,4912.109699,5536.108983,6290.42059,6690.010151,7402.91266,8180.244965,8659.231359,9514.642996,10219.54755,10862.48721,11666.00745,12450.13166,13073.90773,13791.1647,14515.66916,15061.67668,15773.29477,16796.39176,17915.00178,19015.65861,19869.29903,20356.11546,21289.32622,22219.74999,22935.10367,23685.08897,24614.74285,25505.79531,26662.26303,27420.67219,28054.49472,28549.48696,29656.05339,30879.95995,32390.38314,34232.82684,35301.57438,34523.89653,35379.92903,36956.84623,37799.92648,38197.75484,38981.06632,39833.53233,40896.56491,42090.70668,43597.86672,
Azerbaijan,AZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040955441,0.073497456,0.652953129,4.18945964,49.32210083,277.6577749,352.0030916,402.9343285,434.8034879,472.9072062,586.2013269,655.3407634,741.8669962,867.9151334,1026.930717,1492.22162,2209.451297,3304.918835,4580.094484,3979.046953,4690.020202,5677.699164,5889.089075,6178.531329,6189.156902,5635.628381,6192.494793,7137.970819,8026.002747,
Burundi,BDI,GDP per capita (current LCU),NY.GDP.PCAP.CN,3502.586732,3558.35941,3671.765278,3925.716471,4308.080323,4335.34483,4565.981914,4795.559351,4803.821001,4875.063857,6104.814097,6267.342437,6049.697647,6755.686209,7456.469079,8958.058624,10256.41026,12784.77187,13906.45755,17383.51821,19910.86518,20441.5308,20820.94671,22380.71405,25572.03334,29214.01008,28076.16443,27809.85921,29400.82783,33303.31676,35646.1726,38077.41558,39679.43307,39306.29786,39620.66647,41734.291,43415.04636,55993.58393,64699.05241,72664.90977,98345.48984,111568.6886,114591.6337,122950.3022,141287.0604,164055.2124,172177.4446,186618.0442,235185.2093,260966.3778,288285.1242,314736.126,364029.2417,399621.0178,425119.1324,480293.1684,466924.2881,506609.0183,484501.2849,
Belgium,BEL,GDP per capita (current LCU),NY.GDP.PCAP.CN,1578.69957,1673.526298,1783.002969,1902.612209,2109.383354,2275.160277,2426.41414,2586.317765,2754.545134,3046.712825,3428.321901,3749.148686,4180.693545,4735.309678,5536.555514,6109.645699,6931.596326,7487.342363,8033.222153,8583.955618,9325.11544,9777.227385,10582.85713,11212.60192,12114.19179,12880.32982,13477.10306,14008.23127,14940.48201,16141.68035,17065.35086,17811.76573,18627.97745,19110.70352,20078.57538,20764.82436,21098.2336,22011.20786,22799.53128,23694.27656,25009.28179,25697.08853,26445.52267,27100.67421,28482.46789,29587.64501,30826.01391,32338.47182,32842.57579,32091.23555,33329.10226,34060.41022,34768.80024,35206.1718,35953.36343,36960.63116,37980.41411,39240.32528,40257.14083,
Benin,BEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,22808.66339,23440.03622,23145.12413,24467.12059,25566.08121,26989.24158,27747.12398,27540.19483,28939.09195,30161.95314,31663.79839,30996.90574,33978.21182,36105.23613,41886.02355,44427.15841,49858.49229,53669.80305,59478.62076,69734.75186,79872.96362,91839.32182,106066.7855,103318.1351,110493.1468,109804.8186,105051.5131,103535.7816,103274.7047,99427.96586,107186.8984,108823.7568,111485.0584,116642.0458,155272.1576,183380.8035,198192.2424,210763.1778,223852.6997,248510.7512,266416.1163,277628.1089,291827.9671,301812.8316,308206.2925,317430.2904,327240.3196,338387.9416,367267.9101,374657.2834,375269.3559,389733.2475,427792.5694,452202.5295,466566.9017,463674.5704,467616.1396,481642.4243,500759.3879,
Burkina Faso,BFA,GDP per capita (current LCU),NY.GDP.PCAP.CN,16777.41307,17550.36641,18748.60578,19202.43509,19718.00866,20027.63036,20279.68,20753.4145,20976.90347,22491.83734,22526.82465,23209.18931,25033.08595,25360.45204,29933.79068,32731.62776,37192.39032,43432.06705,50985.04436,55749.22809,59725.70081,69082.48596,80539.63881,83070.38772,84701.08321,90254.41085,88918.3059,87495.78146,93244.92075,97250.74677,95831.54474,97724.84093,95566.11656,94843.36805,107193.4833,117715.264,127560.8571,133948.0874,150861.4065,164510.8716,161477.3747,172624.1398,181749.1113,193158.6098,196164.3425,214678.8875,219918.4536,227704.4077,255142.0806,260998.8391,285005.3927,314659.2467,344004.1865,345719.0176,347979.1928,340269.4463,345602.4774,373954.94,397406.527,
Bangladesh,BGD,GDP per capita (current LCU),NY.GDP.PCAP.CN,427.3691751,468.4573334,480.5861749,489.1268089,481.061364,511.9039319,540.7937439,589.7790501,589.6684722,648.7074561,672.0130541,641.046856,566.2900708,930.2943632,1449.971235,2463.717009,2096.777956,2032.344075,2661.63332,3055.714287,3525.600132,4046.594788,4423.204955,4856.964034,5349.916448,6381.801509,7009.741414,7873.208356,8445.827755,9175.117334,10076.24082,10465.82683,11070.41644,11361.00747,12011.27489,13242.8482,16143.94473,17143.9941,18497.28505,19690.8369,21033.0498,22395.25766,23723.19902,25841.38717,27980.43532,30716.90932,34227.432,38539.06147,43566.46194,48317.47684,54042.78341,61352.28921,69877.44938,78481.70161,86957.86615,97007.45076,109695.1754,123743.2118,139472.8895,
Bulgaria,BGR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,2.910443845,3.128740742,3.253506016,3.335064182,3.534430817,3.637646229,3.842726378,4.071991768,4.269368206,4.458637472,5.206365607,15.71990626,23.51242904,35.27962199,62.24839645,150.8315363,259.2066366,2268.593087,3185.76744,3028.722299,3418.26341,3839.487426,4313.577327,4675.906235,5298.32082,6091.026315,7001.571631,8411.021481,9710.418107,9804.078022,10110.24259,10990.11911,11229.35364,11268.38323,11594.23018,12339.83158,13205.99757,14279.71408,15364.74676,
Bahrain,BHR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,3217.945583,3485.245376,3551.755409,3542.403406,3606.114556,3273.744242,2647.642336,2840.717775,2992.48922,3019.620152,3206.897734,3404.935656,3415.117208,3646.519088,3809.069968,3901.741361,3964.808542,4012.734418,3788.658954,3910.981225,5127.284983,4838.469203,4906.726011,5347.485836,5958.300596,6752.680046,7259.661233,7887.180368,8673.007722,7277.820157,7791.523621,8465.361291,8894.043816,9303.87847,9396.006961,8531.050384,8504.787869,8917.021513,9043.084822,
Bahamas,BHS,GDP per capita (current LCU),NY.GDP.PCAP.CN,1581.24418,1684.314764,1787.911571,1904.365513,2034.268449,2187.649491,2369.143747,2607.784039,2860.420554,3279.397083,3185.202241,3297.50588,3322.163876,3696.072544,3416.162489,3156.234118,3328.512407,3617.434716,4131.468448,5533.439976,6340.726812,6624.838617,7168.095774,7698.459242,8877.319798,9893.084177,10344.45249,11156.28209,11387.70908,12163.68136,12356.4239,11919.7879,11686.69581,11406.68981,11814.5632,12238.3862,12708.73096,22036.48411,23514.42031,26130.10182,27097.61081,27486.23677,28866.80101,28327.27087,28395.92466,30278.36692,30713.70528,31472.09897,30627.23863,28552.19048,28443.40766,28006.37972,29485.62093,28768.02989,29445.03053,31405.96356,31588.835,31827.2427,32217.87159,
Bosnia and Herzegovina,BIH,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.8011169,698.6029694,1113.700233,1704.276686,1939.877413,2298.207971,3116.089461,3345.748862,3676.397242,3855.484583,4433.624834,4687.592937,5326.68167,5992.330948,6797.412867,6637.829643,6845.269105,7164.711329,7274.039854,7559.057247,7856.947983,8336.553661,8831.099261,9361.773603,10050.81968,
Belarus,BLR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25E-05,8.83E-05,0.000900548,0.00962008,0.173980639,1.190926035,1.888179134,3.625877236,6.973492899,30.17994486,91.5246187,172.9678727,264.9452418,373.2340188,513.7826298,673.2995892,825.2746196,1016.272123,1362.206175,1494.633558,1841.439035,3243.317022,5786.01077,7085.238882,8504.847374,9474.546705,9993.01797,11133.42396,12816.3788,
Belize,BLZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,435.6045794,452.0141917,467.3334429,481.3545785,501.668785,539.9598564,580.7200929,609.6262379,646.2119058,662.4126915,727.6030839,778.0885146,831.3016123,987.6715083,1344.178147,1603.631998,1598.999608,1717.656162,1961.645019,2148.54393,2746.186014,2657.656298,2405.364053,2465.674757,2673.975179,2578.734578,2732.099459,3224.90315,3575.902767,4023.937458,4394.370047,4653.643108,5333.7632,5665.950653,5760.250893,5992.765857,6003.66744,5905.897193,5984.889509,6131.959345,6728.847421,6836.433352,7108.460694,7351.760601,7651.574661,7852.027484,8357.850746,8631.669927,8921.268288,8486.866568,8541.599294,8846.980877,9011.24136,9137.084103,9411.22009,9551.830154,9636.808788,9775.119641,9769.484843,
Bermuda,BMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,1630.630631,1681.318681,1731.759657,1731.656184,1885.480573,1956.087824,2254.901961,2592.307692,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,,,,
Bolivia,BOL,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.001224789,0.001306529,0.00140074,0.001478658,0.001632996,0.001777724,0.001928434,0.00213345,0.002371602,0.00251615,0.002694467,0.002840842,0.003570826,0.005280486,0.008590246,0.00962087,0.010690813,0.012352312,0.014069758,0.016514661,0.019892705,0.025276035,0.061571854,0.211704066,3.195673428,382.9069207,1205.834877,1378.958722,1642.09539,1888.660736,2249.59817,2728.696605,3074.186836,3344.656187,3701.23318,4229.026973,4825.216437,5246.499068,5782.846499,5832.117001,6168.551141,6269.097175,6483.304918,6951.008234,7677.341888,8342.857895,9765.134619,10776.77872,12415.19674,12314.56165,13720.88711,16276.54095,18034.27646,20095.66259,21295.78275,20978.568,21259.71334,23156.2672,24520.75787,
Brazil,BRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1.43E-11,2.01E-11,3.67E-11,6.10E-11,1.19E-10,1.80E-10,2.55E-10,3.36E-10,4.63E-10,5.98E-10,7.43E-10,9.70E-10,1.26E-09,1.73E-09,2.48E-09,3.41E-09,5.39E-09,8.06E-09,1.15E-08,1.87E-08,3.73E-08,7.22E-08,1.45E-07,3.29E-07,1.06E-06,3.72E-06,9.64E-06,2.98E-05,0.000219162,0.002908496,0.077507012,0.397539009,4.155071802,89.8769338,2237.940925,4357.437391,5192.51118,5694.005516,5903.640152,6312.202993,6860.173571,7425.421944,8292.346108,9449.19158,10639.57749,11661.84005,12804.82424,14307.35076,16194.33019,17190.67195,19854.75871,22157.26059,24159.89427,26520.7255,28500.92498,29323.29988,30399.2629,31534.0528,32594.68058,
Barbados,BRB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,2616.892021,3300.5395,3528.024945,3991.218662,4444.451106,5364.211799,6856.343653,7519.206626,7832.117191,8292.77674,9013.021679,9405.181396,10291.82403,11292.9668,11967.08588,13183.71885,15595.77828,15413.60417,14842.17494,15596.45892,16334.51998,17106.27738,18165.20564,19118.74923,21465.38153,22400.36088,22993.2048,22874.49541,23184.41986,23875.34676,25532.54094,28208.29247,30398.56132,33541.49587,34184.62918,31772.27859,32112.23368,32918.11603,32499.79556,32904.07392,32977.05152,33123.74704,33873.81209,34863.20585,35898.56301,
Brunei Darussalam,BRN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,3409.64585,3788.429629,3784.860558,4175.643353,3992.718447,4232.256869,4443.838403,5376.631789,7169.790993,16870.87288,17140.80655,20906.64225,24192.68061,24365.77357,32499.84009,54433.95107,46117.65765,44284.5704,38306.55048,36981.78068,34539.24945,22240.21826,24418.36481,22155.12021,23155.19172,24663.6338,24022.38834,24882.07031,23551.46425,21568.19391,22583.92402,23678.52617,24737.30438,21244.32858,23901.78106,31053.64699,29513.14869,30171.88061,32336.29226,37018.90923,43449.62642,49223.93002,49227.26121,53760.59839,40664.38139,48090.03566,59191.54254,59658.28632,55978.79438,52867.83529,42848.15633,37513.10148,39455.27749,42663.45271,
Bhutan,BTN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,2620.546605,3032.093391,3284.698345,3802.488279,4259.031045,4588.598993,5304.763606,6638.003124,7754.588845,8576.88015,9889.290962,10635.43222,12161.63744,13466.97027,15971.22206,18383.19517,20704.55357,24085.47078,27558.11612,31223.87135,33392.67302,37239.84709,42378.64316,46148.73574,49850.97266,55665.11232,61869.33907,74384.70031,81511.22745,90253.46332,105757.3782,122530.2828,138904.4489,148370.5462,167791.6185,181542.9002,202456.8452,220808.7257,229806.9709,
Botswana,BWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,43.14931029,45.86695534,48.54022124,50.86310052,54.48288198,58.57205613,64.51454987,71.99122741,79.57155325,90.87191232,109.8428427,140.4818155,190.5284429,245.6110345,290.9563572,354.2837102,420.1413285,474.9984073,587.3506097,772.4185764,918.3421171,965.705368,1085.343373,1290.845572,1561.944041,1982.970918,2355.566397,2856.94247,4029.608347,4992.872548,5480.72051,6009.66432,6415.514164,7204.79805,7973.591045,8926.240187,10709.49606,11897.88532,12846.61231,15749.83978,17970.11441,19147.50179,20189.57646,21437.74416,23809.60484,28210.04537,32194.91445,35805.98712,39005.73198,37605.54892,43715.56365,52088.79246,53869.90597,60681.75998,69839.7882,68875.93624,78966.69029,81674.20227,84231.53808,
Central African Republic,CAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,18312.97151,19789.44587,19653.20399,20071.29476,21633.50675,22504.03426,23191.60751,23590.67659,27218.78874,27479.82051,28860.01218,30138.67754,31077.75404,31898.92599,35197.67427,41438.46695,53982.1471,61096.96027,65997.55147,69632.58163,76567.86291,83375.94781,105295.5321,104222.294,112452.3958,152839.9567,149608.4513,136367.1397,139848.4692,143362.03,139754.9607,134988.9821,126290.3668,118872.3861,150741.2245,172759.674,155834.852,161338.6369,164202.0756,172955.307,178853.3431,183521.3281,181736.5557,170676.3563,169440.7251,174677.8784,185454.1534,193803.0162,208046.7716,224149.3905,241668.1256,260011.4606,288873.1104,187829.1129,209574.6695,223136.8944,238340.8111,261818.2483,264366.7668,
Canada,CAN,GDP per capita (current LCU),NY.GDP.PCAP.CN,2191.025208,2269.708794,2424.589045,2560.915618,2755.963415,2986.402989,3282.699251,3470.375637,3730.94975,4052.93073,4307.007592,4564.460461,5038.183087,5839.244778,6878.284792,7640.404182,8685.934934,9485.417606,10407.3947,11765.14443,13060.62339,14791.38829,15398.88893,16545.12096,17973.29041,19273.77,20093.65571,21625.6902,23305.72172,24527.30768,25025.94873,24939.99091,25237.47268,25958.31013,27223.75692,28290.36249,28943.48836,30224.75663,31082.39505,33039.9839,35924.9397,36765.69431,37928.85853,39511.94203,41676.63437,43947.36556,45813.73088,47843.68038,49716.27917,46607.68663,48879.17734,51542.12686,52508.9688,54087.00761,56160.3852,55620.87548,56046.87765,58497.87418,59908.45156,
Central Europe and the Baltics,CEB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP per capita (current LCU),NY.GDP.PCAP.CN,7816.03757,8620.467866,9320.469287,10032.34706,10938.03025,11459.20875,12177.50078,12947.09206,13651.86488,14626.57171,17174.02401,19407.49128,21824.78219,24142.34914,26050.97752,25887.82463,26371.53211,27174.99124,28269.40617,29490.56736,31557.11204,33692.71087,35486.91486,36402.58144,38768.04554,40923.82951,42726.48254,44078.22494,46450.48731,49734.45591,53384.71314,55064.46802,55593.47296,56297.64859,57229.70629,57543.3903,57692.54156,58658.55747,60162.57944,60961.303,63951.97829,65038.38113,64489.21467,64759.4952,66328.53494,68427.07152,72193.18075,76291.75922,78511.57378,76088.04996,77806.78344,78516.77835,78332.48571,78891.05003,79343.73546,78993.80807,79001.22986,79218.4897,80965.36353,
Channel Islands,CHI,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24505.454,26234.28552,28670.93767,29041.49648,29720.04599,29926.43335,30998.69954,32008.59716,34370.75186,37216.43084,,,,,,,,,,,,
Chile,CHL,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.555884121,0.610647328,0.70283973,1.048403962,1.559694114,2.145262854,3.01363161,3.840950935,5.222696116,7.484744391,10.54133573,13.35510871,24.40294491,117.4261036,921.4415314,3533.232864,12546.58875,27535.18352,45651.88643,72163.17981,99167.80582,116204.7675,109788.0615,134686.8841,159993.7827,232326.941,292841.2246,386228.6129,496595.712,610929.7415,760580.8764,979059.9532,1214720.536,1428811.114,1690895.471,2026414.217,2205563.747,2409092.686,2507006.59,2522418.232,2737858.677,2904592.981,3063199.823,3299749.934,3775948.814,4253407.411,5018814.38,5487104.253,5617228.822,5725766.426,6535289.401,7079557.392,7468089.13,7846578.883,8367576.831,8879192.718,9306874.299,9756741.013,10211280.74,
China,CHN,GDP per capita (current LCU),NY.GDP.PCAP.CN,220.3816691,186.6188118,174.5647896,182.9453274,210.4803431,242.4547495,256.826217,237.7841097,225.1875379,246.4997959,278.5846526,292.1038396,296.0917833,312.5155906,314.0667518,331.6801161,321.1183161,344.478539,384.7351158,423.1612501,467.5313332,496.6201157,532.7374891,588.3773344,701.9991133,865.7090146,972.6520171,1123.081328,1377.993199,1535.756647,1662.53684,1912.235915,2334.35461,3027.157119,4080.887903,5091.060031,5898.207843,6480.502774,6859.900646,7229.332283,7942.069169,8716.682238,9506.20312,10666.1002,12486.94411,14368.03172,16737.99597,20494.37546,24100.20722,26179.53668,30807.93598,36301.56309,39874.28694,43684.39199,47005.40216,50027.92404,53679.52331,59200.61022,64643.50592,
Cote d'Ivoire,CIV,GDP per capita (current LCU),NY.GDP.PCAP.CN,38225.89152,41753.7586,41928.7842,47585.27918,55431.77861,53325.83753,57394.07073,58624.64605,67301.27764,72261.77164,78850.44376,81857.94135,83589.81675,95711.61997,120726.2842,130138.416,165923.1994,219056.5528,242548.9208,253047.1889,267611.8527,272990.74,283696.8697,284944.7377,313690.0641,316065.5429,307702.3017,283385.1201,275309.0077,270611.4996,246487.2359,239439.0523,230409.2297,235671.3461,336045.1884,386675.896,423443.6406,452184.8117,477278.4917,475300.2528,463714.3697,486831.1483,499413.1401,505477.2236,486656.6272,490983.0356,496291.6389,508575.8942,553314.2139,571484.9191,600241.222,569543.0592,634761.1113,699298.4948,770984.0782,843677.7902,878631.9225,906427.7074,953351.2977,
